-697.9842455,55.22848318,0.323862724,12.77537662,7.39614744,0.866223516,-3.550276212,-2.828331647,-11.30553225,-2.52492721,0.496104306,-2.722926806,1.645800583,-3.431964057,0.140356542,1.073159081,-4.355671789,-1.583771614,-1.593008343,-0.659360977,182.7660202,72.3707134,19.29956857,21.18014913,17.26593627,13.72446385,11.07776736,11.26687012,17.3007765,8.64383844,8.667159701,9.506175892,9.841191998,7.484851279,6.73822413,3.134439394,9.651506954,5.273639111,6.214941065,3.325846225,male_neutral
-693.0697552,55.73456924,-1.919738558,16.40899707,8.449356513,0.220736954,-1.738341333,-4.931289994,-11.98182137,-0.993779484,0.494107277,-2.296897402,0.678700438,-2.939321261,-0.450768186,0.734228675,-4.824006035,-0.67738115,-2.233056043,0.827009448,184.7528059,66.54710131,19.49206307,19.63149612,17.19892622,11.93783623,11.18490172,11.67994152,17.41580567,8.193289079,9.176940038,9.238075108,9.367202928,7.764120864,7.033524875,4.796658144,9.809093901,4.8489044,6.797551505,4.111359215,male_neutral
-691.7701941,58.35064711,-0.165160488,13.95212372,5.053322116,1.489325682,-2.397429946,-5.059064801,-10.63800238,-3.34419706,0.264549777,-2.529107453,1.548612652,-3.132303077,-2.285049502,1.17953648,-5.222142788,-2.82803587,-0.169575315,0.328943643,190.0488972,72.43255343,21.73431265,19.84107945,16.69007681,14.50797281,10.08651076,12.81477678,16.94410282,8.952927724,9.784741397,7.941151783,10.00389077,6.568297978,7.357720353,4.934187008,8.746376636,5.828597597,5.494218608,3.750801233,male_neutral
-685.2378707,56.23669814,2.45311193,13.56665555,6.701948464,3.341493514,-1.895052708,-6.673817012,-10.67163347,-2.946319915,0.895643665,-1.203600115,0.246569101,-2.46389089,-1.434935776,2.133514558,-4.647729655,-1.760953771,-0.356996344,-0.365473916,184.2418826,66.68675827,20.15786162,21.08292751,16.49934017,12.17379077,9.187515099,14.09125024,14.77719341,8.420558099,8.744996321,7.910305508,7.497982605,7.060039268,7.060077832,5.155107818,9.737632414,5.322954101,5.441654361,5.01038589,male_neutral
-727.3179445,62.76439726,2.751275378,15.47325685,7.763115916,2.330714299,-3.641682022,-3.367343648,-10.11307754,-4.470084815,0.639894727,-2.745656546,0.198218942,-2.933763395,-0.75060721,1.924177896,-5.790614283,-0.396636389,-1.509363041,-1.227150801,182.5100955,68.63915809,22.22330141,21.13715526,18.43218886,12.15630696,12.84866677,10.00603607,13.85774106,9.039006217,11.5949031,8.72228852,8.008257456,7.623510713,6.078534604,4.899602491,11.43607807,5.298542499,5.467718124,6.130380918,male_calm
-707.5534781,67.09772897,1.909364648,11.53098782,9.399661683,1.415026712,-4.764856333,-4.333333713,-8.645219034,-4.472896453,1.429520666,-2.048402649,-0.518560296,-3.154830669,-1.874219187,1.409091042,-5.194606593,-1.879914284,-1.060161652,-1.154804536,169.117643,73.2668441,22.72454006,20.11366617,17.95169964,10.88945374,12.21714945,9.532264452,12.69751849,9.48393648,9.448565704,8.470558375,8.255268028,7.140913824,5.476580751,6.025843188,11.53538311,5.58128705,4.870696232,5.411506162,male_calm
-697.4039103,65.5138,0.525357556,14.03812159,5.554950525,3.295453092,-1.740744782,-4.380754789,-9.062699709,-4.166158555,1.589582479,-1.251473657,1.058002209,-4.150174248,1.130167988,0.466850899,-6.626173081,-2.313127256,-0.395002824,-1.412090578,195.3625286,78.12299991,25.74593772,20.88513201,18.17079532,14.1500717,9.791528725,12.45327002,15.03865665,9.878419614,11.67287837,7.93397415,7.857372839,9.008027311,5.645917818,4.810896777,11.02359251,5.114985094,5.179220552,6.40007414,male_calm
-698.8539072,69.10642917,0.725410483,14.0907339,7.961054378,2.463774554,-0.994342389,-5.345838458,-8.234461209,-4.035144783,0.647650119,-1.339194818,1.241420601,-3.243602269,0.268661508,1.521419594,-5.777015055,-1.537542376,-0.75797941,-0.729111829,195.8492192,75.65581682,23.00867916,19.81965187,15.29494924,11.65517916,9.733413432,12.92870585,13.57307258,9.492789522,10.70462631,7.614117125,7.8553847,8.210723394,4.898578717,4.848985049,11.70940597,5.626030493,5.334263069,5.65648742,male_calm
-734.3849815,70.98157683,3.789530283,14.32481369,8.859694476,2.308805219,-4.110329413,-2.40955401,-6.710663626,-4.011647387,1.644352378,0.439188409,-0.52450665,-3.327777983,-0.188461423,0.864488216,-2.210990413,-2.192018838,-0.717927542,1.406384419,190.2534605,71.85706857,20.29323235,21.49784137,18.89935574,11.806137,12.92919008,9.034280002,10.42027839,9.947008518,10.03754213,7.374705907,7.053200003,6.907618175,5.267059176,4.979567032,7.625666077,5.756125437,5.633432136,5.801298957,male_calm
-698.0932926,67.79178972,-0.900856635,12.33658951,6.449859465,1.020394459,-4.993831789,-5.584002793,-8.369480067,-4.441402049,2.250739763,-1.046127803,-1.51840596,-4.276840772,-0.50040249,-0.487735293,-4.399425011,-1.856363048,-1.112915663,0.095366396,173.0872442,72.93412174,21.25459981,18.78107588,18.27438453,13.5217698,13.82076576,9.795092505,11.54512925,10.06620189,11.3196288,8.430201324,7.117722918,8.311391501,6.538184952,4.653572922,9.16869481,5.507455309,6.347100794,5.71726212,male_calm
